Date,Close
1997-01-08,946.7
1997-01-09,956.6
1997-01-10,980.35
1997-01-13,980.7
1997-01-14,989.3
1997-01-15,1041.8
1997-03-01,1102.95
1997-03-03,1107.7
1997-03-04,1117.3
1997-03-05,1132.9
1997-06-13,1136.3
1997-06-17,1138.8
1997-06-18,1159.8
1997-06-25,1161.9
1997-06-26,1168.2
1997-06-27,1169.65
1997-06-30,1192.4
1997-07-01,1200.45
1997-07-02,1222.95
1997-07-09,1236.55
1997-07-10,1239.15
1997-08-04,1250.4
1997-08-05,1273.15
1997-08-06,1292.95
1999-07-12,1315.35
1999-07-13,1321.45
1999-07-14,1335.15
1999-07-19,1349.6
1999-08-18,1363.35
1999-08-23,1369.7
1999-08-24,1382.65
1999-08-26,1402.5
1999-08-27,1417.5
1999-08-30,1422.6
1999-10-07,1469.75
1999-10-08,1479.25
1999-10-11,1484.0
1999-10-13,1496.3
1999-10-14,1505.2
2000-01-03,1592.2
2000-01-04,1638.7
2000-02-08,1662.75
2000-02-09,1689.65
2000-02-10,1711.2
2000-02-11,1756.0
2003-12-18,1756.1
2003-12-19,1778.55
2003-12-22,1789.15
2003-12-24,1808.7
2003-12-26,1837.05
2003-12-29,1874.05
2003-12-31,1879.75
2004-01-01,1912.25
2004-01-02,1946.05
2004-01-05,1955.0
2004-01-08,1968.55
2004-01-09,1971.9
2004-01-14,1982.15
2004-12-02,1999.0
2004-12-14,2006.8
2004-12-15,2028.7
2004-12-16,2033.2
2004-12-21,2044.65
2004-12-23,2045.15
2004-12-24,2062.7
2004-12-28,2071.35
2004-12-31,2080.5
2005-01-03,2115.0
2005-03-03,2128.85
2005-03-04,2148.15
2005-03-07,2160.1
2005-03-08,2168.95
2005-06-21,2170.0
2005-06-22,2187.35
2005-06-24,2194.35
2005-06-27,2199.8
2005-06-30,2220.6
2005-07-04,2230.65
2005-07-18,2234.0
2005-07-19,2237.3
2005-07-20,2241.9
2005-07-22,2265.6
2005-07-25,2291.75
2005-07-26,2303.15
2005-07-27,2319.1
2005-08-02,2353.65
2005-08-03,2357.0
2005-08-04,2367.8
2005-08-11,2380.9
2005-08-17,2403.15
2005-09-01,2405.75
2005-09-02,2415.8
2005-09-05,2422.95
2005-09-06,2428.65
2005-09-08,2454.45
2005-09-09,2455.45
2005-09-12,2484.15
2005-09-13,2500.35
2005-09-15,2523.95
2005-09-16,2552.35
2005-09-19,2567.1
2005-09-20,2578.0
2005-09-28,2598.05
2005-09-29,2611.2
2005-10-03,2630.05
2005-10-04,2663.35
2005-11-25,2664.3
2005-11-26,2683.45
2005-11-28,2712.0
2005-12-09,2756.45
2005-12-12,2776.2
2005-12-13,2812.3
2005-12-19,2842.6
2006-01-03,2883.35
2006-01-04,2904.4
2006-01-06,2914.0
2006-01-25,2940.35
2006-01-27,2982.75
2006-01-31,3001.1
2006-02-07,3020.1
2006-02-10,3027.55
2006-02-13,3041.15
2006-02-22,3050.8
2006-02-23,3062.1
2006-02-27,3067.45
2006-02-28,3074.7
2006-03-01,3123.1
2006-03-02,3150.7
2006-03-06,3190.4
2006-03-13,3202.65
2006-03-16,3226.6
2006-03-17,3234.05
2006-03-20,3265.65
2006-03-24,3279.8
2006-03-27,3321.65
2006-03-28,3325.0
2006-03-29,3354.2
2006-03-30,3418.95
2006-04-03,3473.3
2006-04-04,3483.15
2006-04-05,3510.9
2006-04-18,3518.1
2006-04-19,3535.85
2006-04-20,3573.5
2006-05-02,3605.45
2006-05-03,3634.25
2006-05-04,3648.4
2006-05-05,3663.95
2006-05-08,3693.15
2006-05-09,3720.55
2006-05-10,3754.25
2006-10-30,3769.1
2006-11-02,3791.2
2006-11-03,3805.35
2006-11-06,3809.25
2006-11-10,3834.75
2006-11-13,3858.75
2006-11-14,3865.9
2006-11-15,3876.3
2006-11-16,3876.85
2006-11-21,3918.25
2006-11-22,3954.75
2006-11-27,3968.9
2006-12-01,3997.6
2006-12-04,4001.0
2006-12-05,4015.75
2006-12-06,4015.95
2007-01-03,4024.05
2007-01-12,4052.45
2007-01-15,4078.4
2007-01-16,4080.5
2007-01-18,4109.05
2007-01-25,4147.7
2007-02-02,4183.5
2007-02-05,4215.35
2007-02-07,4224.25
2007-05-21,4260.9
2007-05-22,4278.1
2007-05-29,4293.25
2007-05-31,4295.8
2007-06-01,4297.05
2007-06-29,4318.3
2007-07-03,4357.55
2007-07-04,4359.3
2007-07-06,4384.85
2007-07-09,4419.4
2007-07-12,4446.15
2007-07-13,4504.55
2007-07-16,4512.15
2007-07-19,4562.1
2007-07-20,4566.05
