Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
1-Jan-03,1093.6,1102.1,1093.6,1100.15,38958168,1325.9
2-Jan-03,1100.55,1105.6,1091.2,1093.05,63892238,2027.64
3-Jan-03,1094.45,1099.85,1087.3,1089.6,61476283,2048.49
6-Jan-03,1089.75,1093.05,1081.25,1084.35,47347534,1687.65
7-Jan-03,1084.4,1089.85,1078.95,1081.8,53731411,1810.73
8-Jan-03,1082.4,1091.45,1082.3,1089.35,51031790,1656
9-Jan-03,1089.75,1099.15,1087.75,1097.35,44479270,1435.45
10-Jan-03,1097.6,1103.25,1077.4,1080.25,54047778,2317.79
13-Jan-03,1080.25,1080.4,1070.75,1073.75,46771066,1776.28
14-Jan-03,1072.7,1080.8,1070.3,1078.95,44511095,1719.38
15-Jan-03,1077.9,1087.5,1077.8,1085,45491014,1882.31
16-Jan-03,1085.05,1091.35,1083.95,1088.35,45419748,1604.41
17-Jan-03,1089.3,1090.25,1083.2,1086.5,47498203,1707.84
20-Jan-03,1086.25,1087,1074.2,1076.35,44276855,1299.12
21-Jan-03,1076.3,1080.5,1074.1,1077.9,50161614,1407.43
22-Jan-03,1078.45,1086.2,1073.6,1082.9,48868230,1337.83
23-Jan-03,1081.4,1083.15,1069.05,1070.9,59861682,1674.96
24-Jan-03,1070.6,1075.2,1053.4,1056.05,61550716,1886.71
27-Jan-03,1057.8,1059.35,1030.35,1037.65,63980714,1828.36
28-Jan-03,1036.35,1047.95,1026.75,1046.2,69969592,1828.21
29-Jan-03,1059.8,1059.8,1033.3,1037.2,71658988,1784.76
30-Jan-03,1037.15,1050.55,1031.35,1034.6,79530492,2210.42
31-Jan-03,1034.75,1044.25,1026.2,1041.85,76707456,2019.35
3-Feb-03,1040.25,1056.6,1036.5,1055.3,47032852,1480.04
4-Feb-03,1056.55,1063.7,1050.45,1054.8,57858399,1625.58
5-Feb-03,1054.3,1054.65,1041.75,1047.4,53799329,1477.7
6-Feb-03,1047.25,1065.95,1043.7,1063.6,48003528,1439.82
7-Feb-03,1063.75,1065.8,1055.5,1057.5,55925333,1605.44
10-Feb-03,1058.2,1058.75,1047.15,1048.6,42872573,1363.8
11-Feb-03,1048.6,1055.8,1044.55,1048,47493149,1617.79
12-Feb-03,1048.15,1051,1040.4,1044.45,53197866,1768.6
14-Feb-03,1044.45,1047.05,1034.1,1036,43897560,1409.38
17-Feb-03,1036.2,1060.5,1036.2,1058.2,49290270,1563.03
18-Feb-03,1058.95,1065.15,1057.6,1059.3,48386712,1474.17
19-Feb-03,1059.3,1068.8,1059.3,1064.3,45848907,1481.93
20-Feb-03,1064.15,1071.7,1058.35,1065.6,51011262,1558.59
21-Feb-03,1065.6,1069.2,1061.1,1066.15,49463111,1611.82
24-Feb-03,1066.2,1075.5,1066.2,1070.15,45246292,1387.94
25-Feb-03,1070.1,1073.25,1054.9,1055.55,34610805,1126.78
26-Feb-03,1055.6,1059.6,1048.2,1049.65,57563920,1565.48
27-Feb-03,1049.6,1057.45,1044.9,1052.95,63410023,1857.62
28-Feb-03,1053.65,1068.65,1053.65,1063.4,82249558,2536.28
3-Mar-03,1063.55,1070.85,1057.55,1058.85,46368797,1534.22
4-Mar-03,1058.7,1058.7,1045.2,1046.6,37230678,1163.12
5-Mar-03,1046.55,1046.55,1029.9,1040.7,52522971,1544.73
6-Mar-03,1040.3,1040.75,1029.55,1031.25,41244807,1271.17
7-Mar-03,1031.05,1031.05,1014.3,1017.1,45653477,1326.94
10-Mar-03,1017.1,1021.5,1004.35,1006.7,41937474,1328.23
11-Mar-03,1006.65,1016.7,998.95,1014.55,49640682,1453.3
12-Mar-03,1014.25,1017.75,1000.05,1001.7,44964940,1374.57
13-Mar-03,1001.5,1006.4,994.2,999.65,47582037,1421.85
17-Mar-03,999.7,1000.85,982.7,993,43454602,1283.69
19-Mar-03,993.35,1011.45,992.9,1003.9,47894712,1511.33
20-Mar-03,1003.45,1028.9,1001.75,1025.25,62394776,1933.37
21-Mar-03,1025.55,1033.7,1022.05,1030.55,50206057,1722.55
22-Mar-03,1030.6,1039.8,1030.6,1037.15,19834836,632.99
