Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
1-Jan-98,1078.95,1084.5,1074.15,1081.2,24612770,789.56
2-Jan-98,1081,1091.3,1081,1086.2,25926181,769.81
5-Jan-98,1086.6,1102.15,1086.6,1091.65,31888604,988.04
6-Jan-98,1091.25,1091.25,1074.1,1079.15,33045893,1155.84
7-Jan-98,1079.95,1097.3,1071.75,1082.4,41508588,1188.3
8-Jan-98,1082.05,1082.05,1054,1057.75,45958757,1407.79
9-Jan-98,1057.65,1057.65,1028.7,1033.55,52843179,1749.22
12-Jan-98,1033.2,1033.2,992.5,995.8,43259966,1310.42
13-Jan-98,995.7,1016.8,995.7,999.1,40447022,1285.88
14-Jan-98,999.45,1019.85,990.75,997.55,41525934,1415.62
15-Jan-98,997.5,1001.3,975.65,989.65,42791310,1443.65
16-Jan-98,990.05,999.8,987.1,997.8,40375653,1210.95
19-Jan-98,998.3,1019.75,992.05,1017.25,39086295,1205.33
20-Jan-98,1017.25,1029.65,1008.8,1011.45,39470679,1312.49
21-Jan-98,1011.6,1017.75,1003.9,1012.4,26656799,901.5
22-Jan-98,1012.2,1012.2,990.85,992.35,30488773,937.44
23-Jan-98,992.2,992.45,984.55,986.8,27240341,911.37
27-Jan-98,986.9,988,959.4,963.3,30138633,858.71
28-Jan-98,962.65,969.7,940.1,944.8,40291177,1502
29-Jan-98,944.55,944.55,929.05,941.35,26130146,884.65
30-Jan-98,941.4,965.3,941.4,963.45,30646177,992.31
2-Feb-98,963.45,978.05,962.25,976.6,31334953,1114.82
3-Feb-98,977.05,979.55,967.85,975.25,34725860,1169.51
4-Feb-98,975.9,988.4,965.45,967.95,40627142,1435.49
5-Feb-98,968.15,980.45,968.15,976.1,26136746,1000.07
6-Feb-98,976.1,981.2,971.9,977.65,31127558,1271.03
9-Feb-98,977.55,980.75,973.1,976.1,23994045,842.35
10-Feb-98,976.1,976.1,962,963.7,24267152,843.74
11-Feb-98,964.25,971.75,956,958.9,25113008,837.96
12-Feb-98,959.05,960.25,949.65,956.65,23246335,826.53
13-Feb-98,956.8,978.15,956.8,974.55,27984989,1258.15
17-Feb-98,974.65,1002.15,974.65,991.7,30886246,1286.22
18-Feb-98,992.15,997.8,984,988.85,29277427,1229.15
19-Feb-98,988.95,1001.1,988.95,997.55,28310115,1047.62
20-Feb-98,997.1,1006.25,991.85,993.65,24113544,871.74
23-Feb-98,994.1,1011.7,994.1,1009.6,21602804,799.99
24-Feb-98,1009.5,1017.55,1007.4,1014.1,29755502,1039.2
25-Feb-98,1014.1,1037.15,1014.1,1036.05,31610338,1024.68
26-Feb-98,1036.3,1048.55,1032.4,1045.8,29641061,1000.43
27-Feb-98,1045.85,1064.15,1045.75,1060.75,44476621,1673.18
2-Mar-98,1060.9,1100.8,1060.9,1098.2,49449866,1853.73
3-Mar-98,1099.25,1101.95,1046.75,1063.5,48973897,2116.29
4-Mar-98,1062.7,1094.45,1062.7,1092.35,39831675,1402.76
5-Mar-98,1091.95,1098.9,1079.95,1083.35,30725846,1038.68
6-Mar-98,1083.3,1086,1073.25,1081.45,29667576,1023.12
9-Mar-98,1081.95,1100.4,1081.95,1099.5,46023985,1438.48
10-Mar-98,1099.35,1102.85,1082.7,1086.05,43622829,1389.14
11-Mar-98,1086.65,1102.6,1074.55,1083,44413657,1548.56
12-Mar-98,1083.35,1083.95,1072.4,1077.5,37960039,1441.86
16-Mar-98,1077.75,1102.6,1077.75,1090.45,35100491,1111.97
17-Mar-98,1090.25,1090.25,1072.7,1083.3,36056865,1272.88
18-Mar-98,1083.85,1108.2,1083.85,1103.35,34696088,1134.86
19-Mar-98,1103.8,1113.45,1099.8,1105.8,35312195,1268.77
20-Mar-98,1105.5,1112.4,1097.75,1109.6,36374278,1049.24
23-Mar-98,1110.1,1124.8,1110.1,1124.1,9184339,364.59
24-Mar-98,1124.25,1137.8,1117.35,1120.85,45069481,1380.2
25-Mar-98,1121.45,1149.35,1121.45,1146.95,41321430,1170.69
26-Mar-98,1147.65,1156.7,1127.3,1129.5,40291506,1255.98
27-Mar-98,1129.5,1142.1,1121.2,1140.35,35105522,1085.74
30-Mar-98,1140.6,1146.65,1122.95,1124.85,33082417,1062.28
31-Mar-98,1124.75,1127.5,1111.85,1116.9,42702085,1385.09
1-Apr-98,1117.15,1151,1117.15,1150.1,37872513,1537.37
2-Apr-98,1150.4,1169.55,1150.4,1157.4,42312753,1640.71
3-Apr-98,1157.9,1174.55,1157.3,1173.45,42063686,1634.67
6-Apr-98,1173.55,1191.55,1173.55,1187.1,43162955,1441.74
7-Apr-98,1187.35,1199.55,1184,1187.8,49887166,1697.2
9-Apr-98,1189.4,1224.25,1189.4,1209.6,56380041,1849.4
10-Apr-98,1209.75,1209.9,1189.45,1192.4,40176435,1330.31
13-Apr-98,1191.65,1191.65,1156.85,1159.45,44464137,1409.81
15-Apr-98,1159.55,1210.6,1159.55,1206.3,41792672,1195.13
16-Apr-98,1206.35,1215.05,1194.5,1197.05,33007047,1018.09
17-Apr-98,1197.05,1211.8,1189.75,1210,36499816,1237.6
20-Apr-98,1210.05,1222.55,1202.2,1207.15,32873552,1071.24
21-Apr-98,1207.2,1218.95,1207.2,1212.75,35666930,1265.19
22-Apr-98,1212.95,1247.15,1208,1210.8,42633006,1302.56
23-Apr-98,1210.25,1211.3,1179.75,1182.1,33216627,963.3
24-Apr-98,1182.15,1183.75,1144.85,1173.8,39934567,1222.79
27-Apr-98,1173.85,1180.2,1161.2,1164.35,32955550,814.17
28-Apr-98,1164.1,1164.3,1144.55,1146.8,37419354,1076.53
29-Apr-98,1151.3,1178.05,1147,1151.1,32232034,906.66
30-Apr-98,1151.4,1161,1137.8,1159.35,27870055,958.43
4-May-98,1159.8,1185.75,1159.8,1185.15,27338172,1043.98
5-May-98,1185.2,1191.25,1177.3,1188.1,27777352,943.31
6-May-98,1188,1196.7,1169.15,1172.45,28952167,963.06
8-May-98,1172.1,1172.2,1157.3,1161.55,26988137,882.25
11-May-98,1162.2,1162.95,1156.45,1160.3,18256046,600.7
12-May-98,1160.15,1160.15,1100.1,1132.25,41825740,1397.05
13-May-98,1132.1,1132.1,1091.25,1094.1,37018863,1136.14
14-May-98,1094.05,1121.75,1081.6,1118.65,45348934,1578.03
15-May-98,1119.15,1130.4,1104.2,1110.1,35340289,1303.54
18-May-98,1110.65,1130,1110.65,1119.8,23778153,786
19-May-98,1119.8,1125.15,1116.2,1121.75,27339517,958.27
20-May-98,1121.7,1142.95,1121.7,1141.3,28287639,967.4
21-May-98,1141.65,1146.35,1120.35,1126.15,29495177,1032.59
22-May-98,1126.1,1131.25,1118.5,1126.55,25801188,1064.37
25-May-98,1125.9,1127,1111.2,1122.95,19983566,685.15
26-May-98,1123.15,1123.15,1101.55,1104.45,25222790,862.84
27-May-98,1104.05,1107.2,1089,1090.95,32874405,1301.51
28-May-98,1090.5,1097,1073.3,1075.55,35192351,1141.68
29-May-98,1075.35,1077.15,1037.95,1063.15,48698066,1418.23
1-Jun-98,1064.1,1100,1049.4,1053.75,52124177,1390.99
2-Jun-98,1053.4,1053.65,1016.25,1019.6,54407354,1436.96
3-Jun-98,1019.35,1037.3,1009.95,1033.9,46089930,1186.38
4-Jun-98,1034.1,1044.4,1023.35,1027,32703700,875.5
5-Jun-98,1026.6,1026.6,989.2,993.5,41661550,1122.6
8-Jun-98,993.5,1003.15,936.55,968.6,45557208,1359.97
9-Jun-98,968.9,1002.45,964.7,995.05,36850576,944.9
10-Jun-98,994.55,998.65,959.6,962.9,32958871,942.93
11-Jun-98,962.15,964.65,929.95,961.35,31748546,916.89
12-Jun-98,961.6,987.3,961.6,971.15,27887341,796.89
15-Jun-98,970.95,970.95,914.3,916.8,25510193,737.13
16-Jun-98,916.25,916.25,862.15,910.1,38570358,933.46
17-Jun-98,910.9,980.3,910.9,976.5,30367050,710.69
18-Jun-98,977,990.15,952.65,956.15,27619219,719.42
19-Jun-98,955.05,955.05,910.55,913.25,26778960,676.65
22-Jun-98,912.9,912.9,853.3,880.2,25708254,697.27
23-Jun-98,882.2,882.2,853.05,875.6,31597305,748.19
24-Jun-98,875.45,910.05,873.6,908.5,25450669,583.74
25-Jun-98,908.65,939.15,908.65,932.15,27318073,664.41
26-Jun-98,931.8,932.5,914.45,924.35,22787822,535.71
29-Jun-98,923.2,951.2,916.65,949.1,26261414,585.7
30-Jun-98,949.45,952.75,933,941.65,28720117,685.64
1-Jul-98,941.6,945.55,916.5,942.25,19339296,612.7
2-Jul-98,941.65,941.65,918.1,919.9,15835243,510.06
3-Jul-98,920.05,920.05,898.65,900.55,17725309,528.55
6-Jul-98,901,919.5,900.9,917.35,17274906,557.33
7-Jul-98,917.45,936,917.45,924.7,29371223,811.11
8-Jul-98,925.15,948.3,924.95,944.15,25043934,790.73
9-Jul-98,944.1,966.1,944.1,961.05,26540469,878.95
10-Jul-98,961.65,982.2,961.65,980.15,34687855,920.27
13-Jul-98,980.3,991.7,959.4,964.35,31761594,936.48
14-Jul-98,964.1,970.3,954.5,967.35,23627084,678.58
15-Jul-98,968.05,988.55,968.05,971.4,24903124,760.3
16-Jul-98,972,1005.9,969.55,1004.05,28151491,1077.81
17-Jul-98,1005.1,1015.55,996.6,1000.95,32611620,1084.24
20-Jul-98,1001.9,1002.4,973.75,977.3,20884098,666.38
21-Jul-98,977.65,983.4,960.85,965.5,26913359,834.42
22-Jul-98,965.55,976.5,959.5,965.7,21578599,618.43
23-Jul-98,965.35,965.35,931.75,934.4,26412525,760.54
24-Jul-98,933.5,934.75,915.5,920.1,27508678,709.01
27-Jul-98,919.4,929.45,895.85,899.35,24341340,665.11
28-Jul-98,899.1,920,897.65,917.25,28308776,761.09
29-Jul-98,917.4,940.15,917.4,937.85,27974665,784.71
30-Jul-98,938.15,949.85,926.8,932.6,23814545,798.04
31-Jul-98,932.6,939.6,925.25,931.4,24747027,867.53
3-Aug-98,930.8,930.8,903.5,906,18363646,598.6
4-Aug-98,905.65,913.45,903.15,906.2,19658165,602.15
5-Aug-98,905.65,911.8,890.95,907.45,22290227,586.79
6-Aug-98,907.9,919,900.2,902.75,27176069,807.03
7-Aug-98,902.75,903.55,892.9,895.55,22250680,608.74
10-Aug-98,895.15,895.15,877.55,878.75,19259587,510.61
11-Aug-98,878.7,878.7,863.65,866.5,23646773,532.43
12-Aug-98,866.35,871.4,853.1,860.1,23442339,609.36
13-Aug-98,859.8,878.4,854.5,872.25,23529670,644.89
14-Aug-98,872.85,876.8,863.55,864.1,17898322,434.83
17-Aug-98,864.35,873.2,853.05,854.55,19019039,534.62
18-Aug-98,854.55,854.8,831.1,832.45,26628099,613.35
19-Aug-98,832.85,853.9,830.15,838.3,36170597,737.06
20-Aug-98,839.3,871.15,839.3,868.7,34008642,794.22
21-Aug-98,868.55,871.15,853.4,855.45,37413997,802.82
24-Aug-98,855.2,860.95,845.35,859.8,21959553,565.86
25-Aug-98,859.85,874.15,859.85,871.9,27813540,670.58
27-Aug-98,872.15,889.7,872.15,877.45,32067132,901.05
28-Aug-98,877.15,877.15,847.15,849.8,31493024,841.69
31-Aug-98,850.3,858.6,841.1,852.8,19779089,543.6
1-Sep-98,852.75,852.75,832.05,834.55,26430185,721.45
2-Sep-98,834.55,847.95,834.55,842.5,16881577,432.27
3-Sep-98,842.3,852.05,838.75,846.45,25063915,608.08
4-Sep-98,846.9,868.05,846.9,866.5,37681521,970.52
7-Sep-98,866.9,889.45,866.9,887.1,35257877,797.71
8-Sep-98,887.25,902.05,882.6,899.95,28273867,773.17
9-Sep-98,900.2,916.8,900.2,903.6,34188776,782.96
10-Sep-98,903.15,913.2,897.35,907.4,30954507,706.39
11-Sep-98,907.1,907.1,893.3,899.7,25930535,633.85
14-Sep-98,900.2,921.65,900.2,920.5,31313987,761.49
15-Sep-98,920.1,923.2,915.6,920.8,25550725,666.25
16-Sep-98,921.4,926.55,912.6,914.5,26565576,685.95
17-Sep-98,914.45,919.95,908.55,910.1,24934188,543.29
18-Sep-98,910,910,899.95,901.65,24649384,650.12
21-Sep-98,902.1,908.05,895.85,897.7,26967846,731.23
22-Sep-98,897.85,900.8,891.4,897.25,27855304,704.98
23-Sep-98,897.9,910.75,897.9,907.75,20937589,477.18
24-Sep-98,908.2,936.5,908.2,934.8,34315648,1067.2
25-Sep-98,935.3,945.25,933,934.95,34919223,937.67
28-Sep-98,935.6,941.45,926,927.9,26170018,808.57
29-Sep-98,928.3,932.5,902.4,908.4,29569701,693.4
30-Sep-98,908.3,912.25,896.05,904.95,24827328,617.15
5-Oct-98,904.75,904.75,839.3,840.75,22435474,641.23
6-Oct-98,839.95,848.2,820.1,845.75,28945770,716.41
7-Oct-98,846.15,875.75,846.05,874.25,29678588,825.34
8-Oct-98,874.65,885.25,845.1,847.95,38660107,1126.73
9-Oct-98,847.95,861.55,842.1,849.1,35209873,860.94
12-Oct-98,849.7,860.9,832.1,835.8,28132735,793.11
13-Oct-98,835.45,835.75,810,816.75,36451812,847
14-Oct-98,816.55,846.75,816.55,843.55,31667689,751.49
15-Oct-98,843.65,845.9,832.1,835.65,27178740,750.33
16-Oct-98,836.25,844.7,829.25,839.5,27613979,698.22
19-Oct-98,839.7,840,830.1,831.25,9082554,211.66
20-Oct-98,831.15,831.45,803.3,808.7,29712938,702.51
22-Oct-98,809.3,825.2,805.7,811.6,28076555,695.03
23-Oct-98,811.85,820.35,804.7,817.35,35961555,855.85
26-Oct-98,817.6,854.1,817.6,845.25,31773485,825.84
