Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
1-Jan-21,13996.1,14049.85,13991.35,14018.5,258090905,15873.75
4-Jan-21,14104.35,14147.95,13953.75,14132.9,494999295,28705.09
5-Jan-21,14075.15,14215.6,14048.15,14199.5,492475349,30872.87
6-Jan-21,14240.95,14244.15,14039.9,14146.25,632323316,34615.55
7-Jan-21,14253.75,14256.25,14123.1,14137.35,559173512,33446.47
8-Jan-21,14258.4,14367.3,14221.65,14347.25,613472067,37615.19
11-Jan-21,14474.05,14498.2,14383.1,14484.75,672878543,40186.21
12-Jan-21,14473.8,14590.65,14432.85,14563.45,929566952,44976.12
13-Jan-21,14639.8,14653.35,14435.7,14564.85,873956688,44682.93
14-Jan-21,14550.05,14617.8,14471.5,14595.6,620194977,37534.37
15-Jan-21,14594.35,14617.45,14357.85,14433.7,789557216,39912.18
18-Jan-21,14453.3,14459.15,14222.8,14281.3,762043554,41716.22
19-Jan-21,14371.65,14546.05,14350.85,14521.15,546108304,33084.79
20-Jan-21,14538.3,14666.45,14517.55,14644.7,623069963,34639.36
21-Jan-21,14730.95,14753.55,14517.25,14590.35,704646957,41939.04
22-Jan-21,14583.4,14619.9,14357.75,14371.9,776750347,45322.54
25-Jan-21,14477.8,14491.1,14218.6,14238.9,618631493,42278.39
27-Jan-21,14237.95,14237.95,13929.3,13967.5,660711117,40579.24
28-Jan-21,13810.4,13898.25,13713.25,13817.55,637871621,39881.82
29-Jan-21,13946.6,13966.85,13596.75,13634.6,753206122,46918.29
1-Feb-21,13758.6,14336.35,13661.75,14281.2,870529495,51840.22
2-Feb-21,14481.1,14731.7,14469.15,14647.85,914965225,58177.74
3-Feb-21,14754.9,14868.85,14574.15,14789.95,869477087,49312.35
4-Feb-21,14789.05,14913.7,14714.75,14895.65,884686415,47811.8
5-Feb-21,14952.6,15014.65,14864.75,14924.25,935629058,54394.63
8-Feb-21,15064.3,15159.9,15041.05,15115.8,671242694,40483.96
9-Feb-21,15164.15,15257.1,15064.3,15109.3,713279133,41930.72
10-Feb-21,15119.05,15168.25,14977.2,15106.5,624791133,40707.97
11-Feb-21,15073.25,15188.5,15065.4,15173.3,500122414,30933.44
12-Feb-21,15186.2,15243.5,15081,15163.3,571808807,32304.24
15-Feb-21,15270.3,15340.15,15243.4,15314.7,455959720,28955.29
16-Feb-21,15371.45,15431.75,15242.2,15313.45,648545320,36550.03
17-Feb-21,15279.9,15314.3,15170.75,15208.9,504767226,34073.12
18-Feb-21,15238.7,15250.75,15078.05,15118.95,770629541,37093.99
19-Feb-21,15074.8,15144.05,14898.2,14981.75,712213821,37419.34
22-Feb-21,14999.05,15010.1,14635.05,14675.7,609898454,37578.07
23-Feb-21,14782.25,14854.5,14651.85,14707.8,744092809,39508.09
24-Feb-21,14729.15,15008.8,14723.05,14982,403754669,23723.99
25-Feb-21,15079.85,15176.5,15065.35,15097.35,803883875,42983.07
26-Feb-21,14888.6,14919.45,14467.75,14529.15,1103644519,65012.96
1-Mar-21,14702.5,14806.8,14638.55,14761.55,507302977,30030.57
2-Mar-21,14865.3,14959.1,14760.8,14919.1,621723916,34647.26
3-Mar-21,15064.4,15273.15,14995.8,15245.6,544205583,34567.73
4-Mar-21,15026.75,15202.35,14980.2,15080.75,534850447,36036.02
5-Mar-21,14977.95,15092.35,14862.1,14938.1,640700362,37811.6
8-Mar-21,15002.45,15111.15,14919.9,14956.2,580308065,29518.07
9-Mar-21,15049.9,15126.85,14925.45,15098.4,675271251,38365.48
10-Mar-21,15202.15,15218.45,15100.85,15174.8,404585756,25603.32
12-Mar-21,15321.15,15336.3,14953.6,15030.95,493238854,32195.96
15-Mar-21,15048.4,15048.4,14745.85,14929.5,467473367,28118
16-Mar-21,14996.1,15051.6,14890.65,14910.45,437651327,27975.07
17-Mar-21,14946.55,14956.55,14696.05,14721.3,479352147,27983.5
18-Mar-21,14855.5,14875.2,14478.6,14557.85,542216908,31339.71
19-Mar-21,14471.15,14788.25,14350.1,14744,919178208,49011.27
22-Mar-21,14736.3,14763.9,14597.85,14736.4,458997059,27345.02
23-Mar-21,14768.55,14878.6,14707,14814.75,474150088,30322.09
24-Mar-21,14712.45,14752.35,14535,14549.4,456403503,27868.93
25-Mar-21,14570.9,14575.6,14264.4,14324.9,606820996,35350.22
26-Mar-21,14506.3,14572.9,14414.25,14507.3,481000845,29423.45
30-Mar-21,14628.5,14876.3,14617.6,14845.1,594520567,35117.93
31-Mar-21,14811.85,14813.75,14670.25,14690.7,436874691,29741.83
1-Apr-21,14798.4,14883.2,14692.45,14867.35,430028476,29585.23
5-Apr-21,14837.7,14849.85,14459.5,14637.8,500476690,33885.39
6-Apr-21,14737,14779.1,14573.9,14683.5,474211156,31885.97
7-Apr-21,14716.45,14879.8,14649.85,14819.05,476382016,35184.96
8-Apr-21,14875.65,14984.15,14821.1,14873.8,503728173,34444.56
9-Apr-21,14882.65,14918.45,14785.65,14834.85,498347599,35010.36
12-Apr-21,14644.65,14652.5,14248.7,14310.8,638475842,43433.24
13-Apr-21,14364.9,14528.9,14274.9,14504.8,588666016,40846.57
15-Apr-21,14522.4,14597.55,14353.2,14581.45,556851211,40177.25
16-Apr-21,14599.6,14697.7,14559,14617.85,568568743,36653.65
19-Apr-21,14306.6,14382.3,14191.4,14359.45,503142904,34751.95
20-Apr-21,14526.7,14526.95,14207.3,14296.4,456704716,34687.11
22-Apr-21,14219.15,14424.75,14151.4,14406.15,516985252,37235.71
23-Apr-21,14326.35,14461.15,14273.3,14341.35,476613608,31894.66
26-Apr-21,14449.45,14557.5,14421.3,14485,448533329,33156.16
27-Apr-21,14493.8,14667.55,14484.85,14653.05,442211685,32181.14
28-Apr-21,14710.5,14890.25,14694.95,14864.55,453990807,37650.11
29-Apr-21,14979,15044.35,14814.45,14894.9,511466673,41597.37
30-Apr-21,14747.35,14855.45,14601.7,14631.1,594744498,40335.86
3-May-21,14481.05,14673.85,14416.25,14634.15,443410846,32538.97
4-May-21,14687.25,14723.4,14461.5,14496.5,479657079,34024.77
5-May-21,14604.15,14637.9,14506.6,14617.85,437261063,28942.47
6-May-21,14668.35,14743.9,14611.5,14724.8,445281496,31015.95
7-May-21,14816.85,14863.05,14765.5,14823.15,483677266,33583.37
10-May-21,14928.25,14966.9,14892.5,14942.35,510598577,31620.64
11-May-21,14789.7,14900,14771.4,14850.75,616204478,32955.82
12-May-21,14823.55,14824.05,14649.7,14696.5,620318215,32035.23
14-May-21,14749.4,14749.65,14591.9,14677.8,602738614,39176.28
17-May-21,14756.25,14938,14725.35,14923.15,534516176,35571.28
18-May-21,15067.2,15137.25,15043.7,15108.1,571923125,35634.73
19-May-21,15058.6,15133.4,15008.85,15030.15,563293717,31100.21
20-May-21,15042.6,15069.8,14884.9,14906.05,467455658,28002.53
21-May-21,14987.8,15190,14985.85,15175.3,557730470,31921.76
24-May-21,15211.35,15256.25,15145.45,15197.7,566722866,32061.04
25-May-21,15291.75,15293.85,15163.4,15208.45,417323446,26871.99
26-May-21,15257.05,15319.9,15194.95,15301.45,377682051,26187.83
27-May-21,15323.95,15384.55,15272.5,15337.85,682374351,48219.93
28-May-21,15421.2,15469.65,15394.75,15435.65,455582440,32992.08
31-May-21,15437.75,15606.35,15374,15582.8,435999456,32739.29
1-Jun-21,15629.65,15660.75,15528.3,15574.85,409562322,27964.09
2-Jun-21,15520.35,15597.45,15459.85,15576.2,428641666,28781.87
3-Jun-21,15655.55,15705.1,15611,15690.35,410240584,27519.48
4-Jun-21,15712.5,15733.6,15622.35,15670.25,414162241,25363.03
7-Jun-21,15725.1,15773.45,15678.1,15751.65,393970049,25411.48
8-Jun-21,15773.9,15778.8,15680,15740.1,378164658,24172.13
9-Jun-21,15766.3,15800.45,15566.9,15635.35,457855735,26926.49
